id,wert,einheit,color
7070701,1392.25,kiezbez. Straft. (100.000 EW),#E60032
7070702,1145.26,,
7070703,1867.89,,
7070704,2359.81,,
7070705,668.28,,
7070706,1124.18,,
7070707,496.98,,
