id,wert,einheit,color
7070701,71.34,min. 5 J. Wohndau. (%),#E60032
7070702,69.48,,
7070703,71.75,,
7070704,61.83,,
7070705,74.54,,
7070706,61.47,,
7070707,75.92,,
