Fläche,Einwohner,Dichte,IntroText,Hinweise zum Datenprofil,Download Link
9.07,38194,4211,Hier bitte Intro-Text für die Bezirksregion Marzahn-Süd eintragen.,"Als wesentliche Quellen hierfür wurden herangezogen: Bezirksamt Marzahn-Hellersdorf, Kurzfassung Bezirksregionenprofile, 2019; Fortschreibung Wohnungsmarktentwicklungskonzept Marzahn-Hellersdorf 2020/30, Bezirksregionenprofile, 2016, bearbeitet von TOPOS, Stadtplanung Landschaftsplanung Stadtforschung.",
