Fläche,Einwohner,Dichte,IntroText,Hinweise zum Datenprofil,Download Link
9.07,38194,4211,"Die Bezirksregion xxx. Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,
